@id,@lat,@lon,name
10106475557,58.7134750,16.1892100,
10172028648,45.6635034,11.3528037,Masso erratico
10220011415,45.7992930,10.0337668,Masso Erratico
10300093577,45.8228576,9.0815876,Masso erratico
10606407495,47.0009115,7.4952405,
10679397193,46.6523697,7.7415712,Gurrenstein
10796909876,46.3248316,9.4121656,Masso Erratico
10796909895,46.3247574,9.4122469,Masso Erratico
10818939060,45.9274553,9.6719304,masso erratico
10916508083,46.6923087,7.1233643,
10958267551,46.3265925,6.4830815,
11126224803,47.7661650,12.8156119,
11371301487,51.1119214,-114.0907818,Glacial Erratic
11556679469,46.2455303,5.9691376,Erratic boulder of the Rhone glacier
11556837069,46.2394826,5.9624271,Erratic boulder of the Rhone glacier
11559769079,46.2534843,5.9769947,"Fauteuil Rouph, Bloc erratique"
11559986265,46.2572492,5.9733617,La Pierre de Samson
11560031574,46.2577498,5.9742621,Pierre à Saint-Jean
11581925127,46.2309702,5.9623151,Erratic boulder of the Rhone glacier
11628701568,43.8243634,-70.2635068,
11634473564,46.2437856,5.9740379,Erratic boulder of the Rhone glacier
11634524632,46.2501549,5.9746295,Erratic boulder of the Rhone glacier
11634661455,46.2546220,5.9711207,Erratic boulder of the Rhone glacier
11634671561,46.2546257,5.9709028,A pair of Erratic boulder of the Rhone glacier
11634753200,46.2539435,5.9712072,Erratic boulder of the Rhone glacier
11635018472,46.2558741,5.9734399,Erratic boulder of the Rhone glacier
11635022402,46.2567212,5.9731484,Erratic boulder of the Rhone glacier
11638323405,46.2546310,5.9748881,Erratic boulder of the Rhone glacier
11638349396,46.2556662,5.9765757,Erratic boulder of the Rhone glacier
11659777255,46.2592859,5.9784222,Pierre aux Écuelles
11659871310,46.2612508,5.9809690,Erratic boulder of the Rhone glacier
11659911534,46.2614737,5.9794343,Pierre à ???
11659950201,46.2609842,5.9790004,Erratic boulder of the Rhone glacier
11659974792,46.2610920,5.9797232,Pierre à Martine
11662593926,46.2495142,5.9760679,Erratic boulder of the Rhone glacier
11662663819,46.2535152,5.9786920,Erratic boulder of the Rhone glacier
11662670268,46.2556075,5.9759621,Le Fauteuil de Samson
11662774263,46.2585630,5.9786967,Erratic boulder of the Rhone glacier
