item	location	itemLabel
http://www.wikidata.org/entity/Q98339657	Point(11.83338554 48.130842512)	Erdstall tunnel in Vaterstetten
http://www.wikidata.org/entity/Q98339988	Point(11.330646774 48.597823547)	Erdstall tunnel in Waidhofen (Oberbayern)
http://www.wikidata.org/entity/Q98341035	Point(12.433041671 48.278383702)	Erdstall tunnel in Zangberg
http://www.wikidata.org/entity/Q98341081	Point(11.777870694 48.475898005)	Erdstall tunnel in Zolling
http://www.wikidata.org/entity/Q98348510	Point(12.289725133 48.542614431)	Erdstall tunnel in Adlkofen
http://www.wikidata.org/entity/Q98350752	Point(13.133811727 48.560154966)	Erdstall tunnel in Beutelsbach (Niederbayern)
http://www.wikidata.org/entity/Q98350776	Point(13.114728738 48.915050335)	Erdstall tunnel in Bischofsmais
http://www.wikidata.org/entity/Q98350787	Point(13.030964734 49.051342608)	Erdstall tunnel in Böbrach
http://www.wikidata.org/entity/Q98350980	Point(11.995926461 48.556144071)	Erdstall tunnel in Bruckberg (Niederbayern)
http://www.wikidata.org/entity/Q98351210	Point(12.943006835 48.715359431)	Erdstall tunnel in Buchhofen
http://www.wikidata.org/entity/Q98357281	Point(12.505121617 48.617882148)	Erdstall tunnel in Dingolfing
http://www.wikidata.org/entity/Q98358019	Point(13.25214581 48.68469171)	Erdstall tunnel in Eging am See
http://www.wikidata.org/entity/Q98360959	Point(13.349877538 48.691330214)	Erdstall tunnel in Fürstenstein
http://www.wikidata.org/entity/Q98361243	Point(12.96960439 49.056617327)	Erdstall tunnel in Geiersthal
http://www.wikidata.org/entity/Q98361252	Point(12.97629993 49.052505236)	Erdstall tunnel in Geiersthal
http://www.wikidata.org/entity/Q98362116	Point(12.971642105 48.872333721)	Erdstall tunnel in Grafling
http://www.wikidata.org/entity/Q98362144	Point(13.15294207 48.803392866)	Erdstall tunnel in Grattersdorf
http://www.wikidata.org/entity/Q98362314	Point(13.661146353 48.672173984)	Erdstall tunnel in Hauzenberg
http://www.wikidata.org/entity/Q98362666	Point(13.508705275 48.71565031)	Erdstall tunnel in Hutthurm
http://www.wikidata.org/entity/Q98362680	Point(13.510492969 48.717908727)	Erdstall tunnel in Hutthurm
http://www.wikidata.org/entity/Q98363329	Point(12.872427801 49.018084149)	Erdstall tunnel in Kollnburg
http://www.wikidata.org/entity/Q98363365	Point(13.107331723 48.37682071)	Erdstall tunnel in Kößlarn
http://www.wikidata.org/entity/Q98364091	Point(12.730105146 48.682206591)	Erdstall tunnel in Landau an der Isar
http://www.wikidata.org/entity/Q98364251	Point(12.723884126 48.673959422)	Erdstall tunnel in Landau an der Isar
http://www.wikidata.org/entity/Q98364908	Point(12.043343878 48.857565356)	Erdstall tunnel in Langquaid
http://www.wikidata.org/entity/Q98365277	Point(12.654820875 49.106343324)	Erdstall tunnel in Loitzendorf
http://www.wikidata.org/entity/Q98365278	Point(12.655485667 49.085004894)	Erdstall tunnel in Loitzendorf
http://www.wikidata.org/entity/Q98366731	Point(13.747302314 48.746981767)	Erdstall tunnel in Neureichenau
http://www.wikidata.org/entity/Q98368994	Point(13.466773109 48.565363443)	Erdstall tunnel in Passau
http://www.wikidata.org/entity/Q98368999	Point(13.411745367 48.570305505)	Erdstall tunnel in Passau
http://www.wikidata.org/entity/Q98370085	Point(13.109254481 48.961350041)	Erdstall tunnel in Regen (Stadt)
http://www.wikidata.org/entity/Q98370098	Point(13.140858814 48.979807244)	Erdstall tunnel in Regen (Stadt)
http://www.wikidata.org/entity/Q98370572	Point(13.197667158 48.94009897)	Erdstall tunnel in Rinchnach
http://www.wikidata.org/entity/Q98370583	Point(13.43967324 48.803244025)	Erdstall tunnel in Ringelai
http://www.wikidata.org/entity/Q98370697	Point(13.481469652 48.755811982)	Erdstall tunnel in Röhrnbach
http://www.wikidata.org/entity/Q98370707	Point(13.530107992 48.779271603)	Erdstall tunnel in Röhrnbach
http://www.wikidata.org/entity/Q98370712	Point(13.519898357 48.743008704)	Erdstall tunnel in Röhrnbach
http://www.wikidata.org/entity/Q98370714	Point(13.537366997 48.724614748)	Erdstall tunnel in Röhrnbach
http://www.wikidata.org/entity/Q98370719	Point(13.538343329 48.719183787)	Erdstall tunnel in Röhrnbach
http://www.wikidata.org/entity/Q98371005	Point(13.181762325 48.356251232)	Erdstall tunnel in Rotthalmünster
http://www.wikidata.org/entity/Q98371351	Point(13.393696171 48.774012455)	Erdstall tunnel in Saldenburg
